"Time (s) Run #7","Voltage, Ch A (V) Run #7","Current, Ch D (A) Run #7","Charge (C) Run #7"
5.250,9.364,-0.009,
5.250,,,-0.14
5.250,9.364,-0.009,
5.250,,,-0.14
5.250,9.365,-0.009,
5.251,,,-0.14
5.251,9.364,-0.009,
5.251,,,-0.14
5.251,9.366,-0.009,
5.252,,,-0.14
5.252,9.366,-0.009,
5.252,,,-0.14
5.253,9.367,-0.009,
5.253,,,-0.14
5.253,9.366,-0.009,
5.253,,,-0.14
5.253,9.366,-0.009,
5.254,,,-0.14
5.254,9.367,-0.009,
5.254,,,-0.14
5.254,9.367,-0.009,
5.255,,,-0.14
5.255,9.367,-0.009,
5.255,,,-0.14
5.256,9.367,-0.009,
5.256,,,-0.14
5.256,9.367,-0.009,
5.256,,,-0.14
5.256,9.367,-0.008,
5.257,,,-0.14
5.257,9.367,-0.009,
5.257,,,-0.14
5.258,9.369,-0.008,
5.258,,,-0.14
5.258,9.368,-0.008,
5.258,,,-0.14
5.258,9.368,-0.008,
5.259,,,-0.14
5.259,9.368,-0.008,
5.259,,,-0.14
5.259,9.368,-0.008,
5.260,,,-0.14
5.260,9.368,-0.008,
5.260,,,-0.14
5.261,9.368,-0.008,
5.261,,,-0.14
5.261,9.368,-0.008,
5.261,,,-0.14
5.261,9.370,-0.008,
5.262,,,-0.14
5.262,9.369,-0.009,
5.262,,,-0.14
5.262,9.369,-0.009,
5.263,,,-0.14
5.263,9.370,-0.008,
5.263,,,-0.14
5.264,9.369,-0.009,
5.264,,,-0.14
5.264,9.371,-0.008,
5.264,,,-0.14
5.264,9.370,-0.009,
5.265,,,-0.14
5.265,9.371,-0.009,
5.265,,,-0.14
5.266,9.372,-0.008,
5.266,,,-0.14
5.266,9.372,-0.008,
5.266,,,-0.14
5.266,9.371,-0.009,
5.267,,,-0.14
5.267,9.372,-0.009,
5.267,,,-0.14
5.267,9.371,-0.009,
5.268,,,-0.14
5.268,9.373,-0.009,
5.268,,,-0.14
5.269,9.373,-0.009,
5.269,,,-0.14
5.269,9.374,-0.009,
5.269,,,-0.14
5.269,9.373,-0.009,
5.270,,,-0.14
5.270,9.374,-0.008,
5.270,,,-0.14
5.270,9.373,-0.009,
5.271,,,-0.14
5.271,9.374,-0.008,
5.271,,,-0.14
5.272,9.374,-0.008,
5.272,,,-0.14
5.272,9.375,-0.008,
5.272,,,-0.14
5.272,9.374,-0.009,
5.273,,,-0.14
5.273,9.375,-0.008,
5.273,,,-0.14
5.274,9.373,-0.008,
5.274,,,-0.14
5.274,9.374,-0.008,
5.274,,,-0.14
5.274,9.375,-0.008,
5.275,,,-0.14
5.275,9.375,-0.008,
5.275,,,-0.14
5.275,9.377,-0.008,
5.276,,,-0.14
5.276,9.376,-0.008,
5.276,,,-0.14
5.277,9.375,-0.008,
5.277,,,-0.14
5.277,9.375,-0.008,
5.277,,,-0.14
5.277,9.376,-0.008,
5.278,,,-0.14
5.278,9.376,-0.008,
5.278,,,-0.14
5.278,9.375,-0.008,
5.279,,,-0.14
5.279,9.379,-0.008,
5.279,,,-0.14
5.280,9.377,-0.008,
5.280,,,-0.14
5.280,9.378,-0.009,
5.280,,,-0.14
5.280,9.378,-0.008,
5.281,,,-0.14
5.281,9.378,-0.008,
5.281,,,-0.14
5.282,9.380,-0.009,
5.282,,,-0.14
5.282,9.378,-0.009,
5.282,,,-0.14
5.282,9.379,-0.009,
5.283,,,-0.14
5.283,9.378,-0.009,
5.283,,,-0.14
5.283,9.379,-0.009,
5.284,,,-0.14
5.284,9.379,-0.009,
5.284,,,-0.14
5.285,9.379,-0.009,
5.285,,,-0.14
5.285,9.381,-0.009,
5.285,,,-0.14
5.285,9.382,-0.009,
5.286,,,-0.14
5.286,9.381,-0.009,
5.286,,,-0.14
5.286,9.380,-0.009,
5.287,,,-0.14
5.287,9.380,-0.009,
5.287,,,-0.14
5.288,9.380,-0.009,
5.288,,,-0.14
5.288,9.381,-0.008,
5.288,,,-0.14
5.288,9.381,-0.008,
5.289,,,-0.14
5.289,9.382,-0.009,
5.289,,,-0.14
5.290,9.382,-0.008,
5.290,,,-0.14
5.290,9.382,-0.008,
5.290,,,-0.14
5.290,9.383,-0.008,
5.291,,,-0.14
5.291,9.382,-0.008,
5.291,,,-0.14
5.291,9.384,-0.008,
5.292,,,-0.14
5.292,9.382,-0.008,
5.292,,,-0.14
5.293,9.384,-0.008,
5.293,,,-0.14
5.293,9.383,-0.008,
5.293,,,-0.14
5.293,9.383,-0.008,
5.294,,,-0.14
5.294,9.383,-0.008,
5.294,,,-0.14
5.294,9.383,-0.008,
5.295,,,-0.14
5.295,9.384,-0.008,
5.295,,,-0.14
5.296,9.384,-0.008,
5.296,,,-0.14
5.296,9.384,-0.008,
5.296,,,-0.14
5.296,9.386,-0.008,
5.297,,,-0.14
5.297,9.384,-0.008,
5.297,,,-0.14
5.298,9.384,-0.008,
5.298,,,-0.14
5.298,9.385,-0.008,
5.298,,,-0.14
5.298,9.385,-0.009,
5.299,,,-0.14
5.299,9.386,-0.009,
5.299,,,-0.14
5.299,9.385,-0.009,
5.300,,,-0.14
5.300,9.387,-0.009,
5.300,,,-0.14
5.301,9.387,-0.009,
5.301,,,-0.14
5.301,9.386,-0.009,
5.301,,,-0.14
5.301,9.387,-0.009,
5.302,,,-0.14
5.302,9.388,-0.009,
5.302,,,-0.14
5.302,9.389,-0.009,
5.303,,,-0.14
5.303,9.390,-0.009,
5.303,,,-0.14
5.304,9.388,-0.009,
5.304,,,-0.14
5.304,9.388,-0.009,
5.304,,,-0.14
5.304,9.387,-0.009,
5.305,,,-0.14
5.305,9.389,-0.009,
5.305,,,-0.14
5.306,9.388,-0.008,
5.306,,,-0.14
5.306,9.389,-0.008,
5.306,,,-0.14
5.306,9.390,-0.008,
5.307,,,-0.14
5.307,9.390,-0.008,
5.307,,,-0.14
5.307,9.390,-0.008,
5.308,,,-0.14
5.308,9.390,-0.008,
5.308,,,-0.14
5.309,9.391,-0.008,
5.309,,,-0.14
5.309,9.390,-0.008,
5.309,,,-0.14
5.309,9.389,-0.008,
5.310,,,-0.14
5.310,9.391,-0.008,
5.310,,,-0.14
5.310,9.390,-0.008,
5.311,,,-0.14
5.311,9.390,-0.008,
5.311,,,-0.14
5.312,9.391,-0.008,
5.312,,,-0.14
5.312,9.391,-0.008,
5.312,,,-0.14
5.312,9.392,-0.008,
5.313,,,-0.14
5.313,9.391,-0.008,
5.313,,,-0.14
5.314,9.392,-0.008,
5.314,,,-0.14
5.314,9.393,-0.008,
5.314,,,-0.14
5.314,9.393,-0.008,
5.315,,,-0.14
5.315,9.393,-0.008,
5.315,,,-0.14
5.315,9.393,-0.009,
5.316,,,-0.14
5.316,9.394,-0.009,
5.316,,,-0.14
5.317,9.394,-0.009,
5.317,,,-0.14
5.317,9.394,-0.009,
5.317,,,-0.14
5.317,9.393,-0.009,
5.318,,,-0.14
5.318,9.394,-0.009,
5.318,,,-0.14
5.318,9.396,-0.009,
5.319,,,-0.14
5.319,9.395,-0.009,
5.319,,,-0.14
5.319,9.396,-0.008,
5.320,,,-0.14
5.320,9.396,-0.009,
5.320,,,-0.14
5.320,9.395,-0.008,
5.321,,,-0.14
5.321,9.397,-0.008,
5.321,,,-0.14
5.322,9.395,-0.008,
5.322,,,-0.14
5.322,9.397,-0.008,
5.322,,,-0.14
5.322,9.396,-0.008,
5.323,,,-0.14
5.323,9.395,-0.008,
5.323,,,-0.14
5.323,9.397,-0.008,
5.324,,,-0.14
5.324,9.397,-0.008,
5.324,,,-0.14
5.325,9.397,-0.008,
5.325,,,-0.14
5.325,9.398,-0.008,
5.325,,,-0.14
5.325,9.397,-0.008,
5.326,,,-0.14
5.326,9.398,-0.008,
5.326,,,-0.14
5.326,9.397,-0.008,
5.327,,,-0.14
5.327,9.397,-0.008,
5.327,,,-0.14
5.327,9.397,-0.008,
5.328,,,-0.14
5.328,9.397,-0.008,
5.328,,,-0.14
5.328,9.399,-0.008,
5.329,,,-0.14
5.329,9.399,-0.008,
5.329,,,-0.14
5.330,9.399,-0.008,
5.330,,,-0.14
5.330,9.400,-0.008,
5.330,,,-0.14
5.330,9.400,-0.008,
5.331,,,-0.14
5.331,9.400,-0.008,
5.331,,,-0.14
5.331,9.399,-0.008,
5.332,,,-0.14
5.332,9.400,-0.008,
5.332,,,-0.14
5.333,9.400,-0.009,
5.333,,,-0.14
5.333,9.402,-0.008,
5.333,,,-0.14
5.333,9.401,-0.009,
5.334,,,-0.14
5.334,9.401,-0.008,
5.334,,,-0.14
5.334,9.402,-0.009,
5.335,,,-0.14
5.335,9.402,-0.009,
5.335,,,-0.14
5.335,9.402,-0.009,
5.336,,,-0.14
5.336,9.403,-0.009,
5.336,,,-0.14
5.336,9.403,-0.008,
5.337,,,-0.14
5.337,9.404,-0.009,
5.337,,,-0.14
5.338,9.402,-0.008,
5.338,,,-0.14
5.338,9.403,-0.008,
5.338,,,-0.14
5.338,9.402,-0.008,
5.339,,,-0.14
5.339,9.403,-0.008,
5.339,,,-0.14
5.339,9.404,-0.008,
5.340,,,-0.14
5.340,9.403,-0.008,
5.340,,,-0.14
5.341,9.404,-0.008,
5.341,,,-0.14
5.341,9.404,-0.008,
5.341,,,-0.14
5.341,9.405,-0.008,
5.342,,,-0.14
5.342,9.404,-0.008,
5.342,,,-0.14
5.342,9.405,-0.008,
5.343,,,-0.14
5.343,9.405,-0.008,
5.343,,,-0.14
5.343,9.404,-0.008,
5.344,,,-0.14
5.344,9.405,-0.008,
5.344,,,-0.14
5.344,9.405,-0.008,
5.345,,,-0.14
5.345,9.406,-0.008,
5.345,,,-0.14
5.346,9.405,-0.008,
5.346,,,-0.14
5.346,9.405,-0.008,
5.346,,,-0.14
5.346,9.407,-0.008,
5.347,,,-0.14
5.347,9.405,-0.008,
5.347,,,-0.14
5.347,9.405,-0.008,
5.348,,,-0.14
5.348,9.408,-0.008,
5.348,,,-0.14
5.349,9.407,-0.008,
5.349,,,-0.14
5.349,9.409,-0.009,
5.349,,,-0.14
5.349,9.409,-0.009,
5.350,,,-0.14
5.350,9.408,-0.008,
5.350,,,-0.14
5.350,9.407,-0.008,
5.351,,,-0.14
5.351,9.408,-0.009,
5.351,,,-0.14
5.351,9.410,-0.009,
5.352,,,-0.14
5.352,9.410,-0.008,
5.352,,,-0.14
5.352,9.410,-0.008,
5.353,,,-0.14
5.353,9.410,-0.009,
5.353,,,-0.14
5.354,9.410,-0.008,
5.354,,,-0.14
5.354,9.410,-0.008,
5.354,,,-0.14
5.354,9.410,-0.008,
5.355,,,-0.14
5.355,9.410,-0.008,
5.355,,,-0.14
5.355,9.410,-0.008,
5.356,,,-0.14
5.356,9.411,-0.008,
5.356,,,-0.14
5.357,9.410,-0.008,
5.357,,,-0.14
5.357,9.411,-0.008,
5.357,,,-0.14
5.357,9.410,-0.008,
5.358,,,-0.14
5.358,9.412,-0.008,
5.358,,,-0.14
5.358,9.411,-0.008,
5.359,,,-0.14
5.359,9.412,-0.008,
5.359,,,-0.14
5.359,9.412,-0.008,
5.360,,,-0.14
5.360,9.412,-0.008,
5.360,,,-0.14
5.360,9.411,-0.008,
5.361,,,-0.14
5.361,9.411,-0.008,
5.361,,,-0.14
5.362,9.411,-0.008,
5.362,,,-0.14
5.362,9.412,-0.008,
5.362,,,-0.14
5.362,9.412,-0.008,
5.363,,,-0.14
5.363,9.413,-0.008,
5.363,,,-0.14
5.363,9.413,-0.008,
5.364,,,-0.14
5.364,9.414,-0.008,
5.364,,,-0.14
5.365,9.413,-0.008,
5.365,,,-0.14
5.365,9.414,-0.008,
5.365,,,-0.14
5.365,9.414,-0.009,
5.366,,,-0.14
5.366,9.413,-0.009,
5.366,,,-0.14
5.366,9.415,-0.008,
5.367,,,-0.14
5.367,9.415,-0.008,
5.367,,,-0.14
5.367,9.415,-0.008,
5.368,,,-0.14
5.368,9.417,-0.008,
5.368,,,-0.14
5.368,9.415,-0.009,
5.369,,,-0.14
5.369,9.416,-0.008,
5.369,,,-0.14
5.370,9.417,-0.008,
5.370,,,-0.14
5.370,9.416,-0.009,
5.370,,,-0.14
5.370,9.417,-0.009,
5.371,,,-0.14
5.371,9.416,-0.008,
5.371,,,-0.14
5.371,9.417,-0.008,
5.372,,,-0.14
5.372,9.418,-0.008,
5.372,,,-0.14
5.373,9.418,-0.008,
5.373,,,-0.14
5.373,9.418,-0.008,
5.373,,,-0.14
5.373,9.418,-0.008,
5.374,,,-0.14
5.374,9.419,-0.008,
5.374,,,-0.14
5.375,9.419,-0.008,
5.375,,,-0.14
5.375,9.419,-0.008,
5.375,,,-0.14
5.375,9.419,-0.008,
5.376,,,-0.14
5.376,9.418,-0.008,
5.376,,,-0.14
5.376,9.419,-0.008,
5.377,,,-0.14
5.377,9.417,-0.008,
5.377,,,-0.14
5.378,9.419,-0.008,
5.378,,,-0.14
5.378,9.419,-0.008,
5.378,,,-0.14
5.378,9.420,-0.008,
5.379,,,-0.14
5.379,9.420,-0.008,
5.379,,,-0.14
5.379,9.420,-0.008,
5.380,,,-0.14
5.380,9.419,-0.008,
5.380,,,-0.14
5.381,9.421,-0.008,
5.381,,,-0.14
5.381,9.420,-0.008,
5.381,,,-0.14
5.381,9.422,-0.008,
5.382,,,-0.14
5.382,9.422,-0.008,
5.382,,,-0.14
5.383,9.423,-0.008,
5.383,,,-0.14
5.383,9.420,-0.008,
5.383,,,-0.14
5.383,9.422,-0.008,
5.384,,,-0.14
5.384,9.422,-0.008,
5.384,,,-0.14
5.384,9.423,-0.008,
5.385,,,-0.14
5.385,9.423,-0.008,
5.385,,,-0.14
5.386,9.423,-0.008,
5.386,,,-0.14
5.386,9.426,-0.008,
5.386,,,-0.14
5.386,9.423,-0.008,
5.387,,,-0.14
5.387,9.423,-0.008,
5.387,,,-0.14
5.387,9.423,-0.008,
5.388,,,-0.14
5.388,9.424,-0.008,
5.388,,,-0.14
5.389,9.424,-0.008,
5.389,,,-0.14
5.389,9.424,-0.008,
5.389,,,-0.14
5.389,9.425,-0.008,
5.390,,,-0.14
5.390,9.425,-0.008,
5.390,,,-0.14
5.391,9.425,-0.007,
5.391,,,-0.14
5.391,9.426,-0.008,
5.391,,,-0.14
5.391,9.424,-0.008,
5.392,,,-0.14
5.392,9.426,-0.008,
5.392,,,-0.14
5.392,9.426,-0.008,
5.393,,,-0.14
5.393,9.425,-0.008,
5.393,,,-0.14
5.394,9.426,-0.007,
5.394,,,-0.14
5.394,9.425,-0.008,
5.394,,,-0.14
5.394,9.425,-0.008,
5.395,,,-0.14
5.395,9.426,-0.008,
5.395,,,-0.14
5.395,9.426,-0.008,
5.396,,,-0.14
5.396,9.428,-0.008,
5.396,,,-0.14
5.397,9.427,-0.008,
5.397,,,-0.14
5.397,9.427,-0.008,
5.397,,,-0.14
5.397,9.428,-0.008,
5.398,,,-0.14
5.398,9.428,-0.008,
5.398,,,-0.14
5.399,9.429,-0.008,
5.399,,,-0.14
5.399,9.429,-0.008,
5.399,,,-0.14
5.399,9.428,-0.008,
5.400,,,-0.14
5.400,9.429,-0.008,
5.400,,,-0.14
5.400,9.429,-0.008,
5.401,,,-0.14
5.401,9.430,-0.008,
5.401,,,-0.14
5.402,9.430,-0.008,
5.402,,,-0.14
5.402,9.430,-0.008,
5.402,,,-0.14
5.402,9.430,-0.008,
5.403,,,-0.14
5.403,9.431,-0.008,
5.403,,,-0.14
5.403,9.431,-0.008,
5.404,,,-0.14
5.404,9.432,-0.008,
5.404,,,-0.14
5.405,9.430,-0.008,
5.405,,,-0.14
5.405,9.432,-0.008,
5.405,,,-0.14
5.405,9.431,-0.008,
5.406,,,-0.14
5.406,9.432,-0.008,
5.406,,,-0.14
5.407,9.431,-0.008,
5.407,,,-0.14
5.407,9.432,-0.008,
5.407,,,-0.14
5.407,9.432,-0.008,
5.408,,,-0.14
5.408,9.433,-0.008,
5.408,,,-0.14
5.408,9.434,-0.008,
5.409,,,-0.14
5.409,9.434,-0.008,
5.409,,,-0.14
5.410,9.433,-0.008,
5.410,,,-0.14
5.410,9.432,-0.007,
5.410,,,-0.14
5.410,9.432,-0.008,
5.411,,,-0.14
5.411,9.432,-0.007,
5.411,,,-0.14
5.411,9.433,-0.008,
5.412,,,-0.14
5.412,9.434,-0.008,
5.412,,,-0.14
5.413,9.434,-0.008,
5.413,,,-0.14
5.413,9.435,-0.008,
5.413,,,-0.14
5.413,9.436,-0.008,
5.414,,,-0.14
5.414,9.435,-0.008,
5.414,,,-0.14
5.415,9.436,-0.008,
5.415,,,-0.14
5.415,9.435,-0.008,
5.415,,,-0.14
5.415,9.436,-0.008,
5.416,,,-0.14
5.416,9.435,-0.008,
5.416,,,-0.14
5.416,9.436,-0.008,
5.417,,,-0.14
5.417,9.436,-0.008,
5.417,,,-0.14
5.418,9.436,-0.008,
5.418,,,-0.14
5.418,9.437,-0.008,
5.418,,,-0.14
5.418,9.436,-0.008,
5.419,,,-0.14
5.419,9.438,-0.008,
5.419,,,-0.14
5.419,9.437,-0.008,
5.420,,,-0.14
5.420,9.437,-0.008,
5.420,,,-0.14
5.421,9.438,-0.008,
5.421,,,-0.14
5.421,9.439,-0.008,
5.421,,,-0.14
5.421,9.438,-0.008,
5.422,,,-0.14
5.422,9.439,-0.008,
5.422,,,-0.14
5.423,9.438,-0.008,
5.423,,,-0.14
5.423,9.438,-0.008,
5.423,,,-0.14
5.423,9.439,-0.008,
5.424,,,-0.14
5.424,9.440,-0.007,
5.424,,,-0.14
5.424,9.440,-0.007,
5.425,,,-0.14
5.425,9.441,-0.007,
5.425,,,-0.14
5.426,9.439,-0.008,
5.426,,,-0.14
5.426,9.440,-0.007,
5.426,,,-0.14
5.426,9.440,-0.008,
5.427,,,-0.14
5.427,9.439,-0.007,
5.427,,,-0.14
5.427,9.439,-0.008,
5.428,,,-0.14
5.428,9.441,-0.007,
5.428,,,-0.14
5.429,9.441,-0.007,
5.429,,,-0.14
5.429,9.441,-0.007,
5.429,,,-0.14
5.429,9.440,-0.008,
5.430,,,-0.14
5.430,9.441,-0.008,
5.430,,,-0.14
5.431,9.441,-0.008,
5.431,,,-0.14
5.431,9.440,-0.008,
5.431,,,-0.14
5.431,9.444,-0.008,
5.432,,,-0.14
5.432,9.442,-0.008,
5.432,,,-0.14
5.432,9.443,-0.008,
5.433,,,-0.14
5.433,9.443,-0.008,
5.433,,,-0.14
5.434,9.442,-0.008,
5.434,,,-0.14
5.434,9.443,-0.008,
5.434,,,-0.14
5.434,9.443,-0.008,
5.435,,,-0.14
5.435,9.444,-0.008,
5.435,,,-0.14
5.435,9.445,-0.008,
5.436,,,-0.14
5.436,9.446,-0.008,
5.436,,,-0.14
5.437,9.445,-0.008,
5.437,,,-0.14
5.437,9.445,-0.008,
5.437,,,-0.14
5.437,9.444,-0.008,
5.438,,,-0.14
5.438,9.444,-0.008,
5.438,,,-0.14
5.439,9.446,-0.008,
5.439,,,-0.14
5.439,9.445,-0.008,
5.439,,,-0.14
5.439,9.445,-0.008,
5.440,,,-0.14
5.440,9.445,-0.008,
5.440,,,-0.14
5.440,9.445,-0.008,
5.441,,,-0.14
5.441,9.446,-0.008,
5.441,,,-0.14
5.442,9.446,-0.007,
5.442,,,-0.14
5.442,9.446,-0.008,
5.442,,,-0.14
5.442,9.448,-0.007,
5.443,,,-0.14
5.443,9.447,-0.007,
5.443,,,-0.14
5.443,9.447,-0.007,
5.444,,,-0.14
5.444,9.446,-0.008,
5.444,,,-0.14
5.444,9.446,-0.007,
5.445,,,-0.14
5.445,9.447,-0.008,
5.445,,,-0.14
5.445,9.448,-0.008,
5.446,,,-0.14
5.446,9.447,-0.007,
5.446,,,-0.14
5.447,9.447,-0.008,
5.447,,,-0.14
5.447,9.448,-0.008,
5.447,,,-0.14
5.447,9.450,-0.008,
5.448,,,-0.14
5.448,9.448,-0.008,
5.448,,,-0.14
5.448,9.449,-0.008,
5.449,,,-0.14
5.449,9.447,-0.008,
5.449,,,-0.14
5.450,9.448,-0.008,
5.450,,,-0.14
5.450,9.449,-0.008,
5.450,,,-0.14
5.450,9.450,-0.008,
5.451,,,-0.14
5.451,9.450,-0.008,
5.451,,,-0.14
5.451,9.450,-0.008,
5.452,,,-0.14
5.452,9.450,-0.008,
5.452,,,-0.14
5.452,9.451,-0.008,
5.453,,,-0.14
5.453,9.451,-0.008,
5.453,,,-0.14
5.453,9.452,-0.008,
5.454,,,-0.14
5.454,9.451,-0.008,
5.454,,,-0.14
5.455,9.452,-0.008,
5.455,,,-0.14
5.455,9.452,-0.008,
5.455,,,-0.14
5.455,9.453,-0.008,
5.456,,,-0.14
5.456,9.452,-0.008,
5.456,,,-0.14
5.456,9.452,-0.008,
5.457,,,-0.14
5.457,9.452,-0.007,
5.457,,,-0.14
5.458,9.452,-0.008,
5.458,,,-0.14
5.458,9.453,-0.007,
5.458,,,-0.14
5.458,9.454,-0.007,
5.459,,,-0.14
5.459,9.453,-0.008,
5.459,,,-0.14
5.459,9.453,-0.007,
5.460,,,-0.14
5.460,9.452,-0.007,
5.460,,,-0.14
5.460,9.452,-0.007,
5.461,,,-0.14
5.461,9.453,-0.007,
5.461,,,-0.14
5.461,9.453,-0.008,
5.462,,,-0.14
5.462,9.454,-0.008,
5.462,,,-0.14
5.463,9.454,-0.007,
5.463,,,-0.14
5.463,9.455,-0.007,
5.463,,,-0.14
5.463,9.455,-0.008,
5.464,,,-0.14
5.464,9.455,-0.008,
5.464,,,-0.14
5.464,9.455,-0.008,
5.465,,,-0.14
5.465,9.456,-0.008,
5.465,,,-0.14
5.466,9.456,-0.008,
5.466,,,-0.14
5.466,9.456,-0.008,
5.466,,,-0.14
5.466,9.456,-0.008,
5.467,,,-0.14
5.467,9.457,-0.008,
5.467,,,-0.14
5.467,9.456,-0.008,
5.468,,,-0.14
5.468,9.456,-0.008,
5.468,,,-0.14
5.468,9.457,-0.008,
5.469,,,-0.14
5.469,9.458,-0.008,
5.469,,,-0.14
5.469,9.458,-0.008,
5.470,,,-0.14
5.470,9.458,-0.008,
5.470,,,-0.14
5.471,9.458,-0.008,
5.471,,,-0.14
5.471,9.458,-0.008,
5.471,,,-0.14
5.471,9.459,-0.008,
5.472,,,-0.14
5.472,9.458,-0.008,
5.472,,,-0.14
5.472,9.458,-0.007,
5.473,,,-0.14
5.473,9.457,-0.008,
5.473,,,-0.14
5.474,9.459,-0.007,
5.474,,,-0.14
5.474,9.460,-0.007,
5.474,,,-0.14
5.474,9.460,-0.007,
5.475,,,-0.14
5.475,9.460,-0.007,
5.475,,,-0.14
5.475,9.461,-0.007,
5.476,,,-0.14
5.476,9.460,-0.007,
5.476,,,-0.14
5.476,9.460,-0.007,
5.477,,,-0.14
5.477,9.459,-0.007,
5.477,,,-0.14
5.477,9.460,-0.007,
5.478,,,-0.14
5.478,9.460,-0.008,
5.478,,,-0.14
5.479,9.461,-0.008,
5.479,,,-0.14
5.479,9.461,-0.008,
5.479,,,-0.14
5.479,9.460,-0.008,
5.480,,,-0.14
5.480,9.461,-0.007,
5.480,,,-0.14
5.480,9.461,-0.008,
5.481,,,-0.14
5.481,9.462,-0.008,
5.481,,,-0.14
5.482,9.461,-0.008,
5.482,,,-0.14
5.482,9.462,-0.008,
5.482,,,-0.14
5.482,9.463,-0.008,
5.483,,,-0.14
5.483,9.462,-0.008,
5.483,,,-0.14
5.483,9.463,-0.008,
5.484,,,-0.14
5.484,9.463,-0.008,
5.484,,,-0.14
5.484,9.464,-0.008,
5.485,,,-0.14
5.485,9.465,-0.008,
5.485,,,-0.14
5.485,9.464,-0.008,
5.486,,,-0.14
5.486,9.466,-0.008,
5.486,,,-0.14
5.487,9.465,-0.008,
5.487,,,-0.14
5.487,9.463,-0.008,
5.487,,,-0.14
5.487,9.465,-0.008,
5.488,,,-0.14
5.488,9.463,-0.008,
5.488,,,-0.14
5.488,9.466,-0.008,
5.489,,,-0.14
5.489,9.465,-0.007,
5.489,,,-0.14
5.490,9.466,-0.007,
5.490,,,-0.14
5.490,9.466,-0.008,
5.490,,,-0.14
5.490,9.465,-0.008,
5.491,,,-0.14
5.491,9.466,-0.007,
5.491,,,-0.14
5.491,9.466,-0.007,
5.492,,,-0.14
5.492,9.467,-0.007,
5.492,,,-0.14
5.492,9.467,-0.007,
5.493,,,-0.14
5.493,9.467,-0.007,
5.493,,,-0.14
5.493,9.466,-0.007,
5.494,,,-0.14
5.494,9.466,-0.007,
5.494,,,-0.14
5.495,9.466,-0.007,
5.495,,,-0.14
5.495,9.466,-0.007,
5.495,,,-0.14
5.495,9.467,-0.007,
5.496,,,-0.14
5.496,9.467,-0.008,
5.496,,,-0.14
5.496,9.467,-0.008,
5.497,,,-0.14
5.497,9.467,-0.008,
5.497,,,-0.14
5.498,9.468,-0.008,
5.498,,,-0.14
5.498,9.469,-0.008,
5.498,,,-0.14
5.498,9.468,-0.008,
5.499,,,-0.14
5.499,9.468,-0.008,
5.499,,,-0.14
5.500,9.469,-0.008,
5.500,,,-0.14
5.500,9.469,-0.008,
5.500,,,-0.14
5.500,9.469,-0.008,
5.501,,,-0.14
5.501,9.469,-0.008,
5.501,,,-0.14
5.501,9.470,-0.008,
5.502,,,-0.14
5.502,9.470,-0.008,
5.502,,,-0.14
5.503,9.472,-0.008,
5.503,,,-0.14
5.503,9.472,-0.008,
5.503,,,-0.14
5.503,9.471,-0.007,
5.504,,,-0.14
5.504,9.472,-0.008,
5.504,,,-0.14
5.504,9.471,-0.008,
5.505,,,-0.14
5.505,9.473,-0.008,
5.505,,,-0.14
5.506,9.471,-0.007,
5.506,,,-0.14
5.506,9.472,-0.008,
5.506,,,-0.14
5.506,9.472,-0.007,
5.507,,,-0.14
5.507,9.472,-0.008,
5.507,,,-0.14
5.508,9.472,-0.007,
5.508,,,-0.14
5.508,9.472,-0.007,
5.508,,,-0.14
5.508,9.473,-0.007,
5.509,,,-0.14
5.509,9.473,-0.007,
5.509,,,-0.14
5.509,9.472,-0.007,
5.510,,,-0.14
5.510,9.472,-0.007,
5.510,,,-0.14
5.511,9.471,-0.007,
5.511,,,-0.14
5.511,9.473,-0.007,
5.511,,,-0.14
5.511,9.474,-0.007,
5.512,,,-0.14
5.512,9.474,-0.007,
5.512,,,-0.14
5.512,9.474,-0.007,
5.513,,,-0.14
5.513,9.474,-0.007,
5.513,,,-0.14
5.514,9.475,-0.008,
5.514,,,-0.14
5.514,9.474,-0.008,
5.514,,,-0.14
5.514,9.476,-0.007,
5.515,,,-0.14
5.515,9.475,-0.007,
5.515,,,-0.14
5.516,9.475,-0.008,
5.516,,,-0.14
5.516,9.476,-0.008,
5.516,,,-0.14
5.516,9.477,-0.008,
5.517,,,-0.14
5.517,9.475,-0.008,
5.517,,,-0.14
5.517,9.474,-0.008,
5.518,,,-0.14
5.518,9.477,-0.008,
5.518,,,-0.14
5.519,9.478,-0.008,
5.519,,,-0.14
5.519,9.478,-0.008,
5.519,,,-0.14
5.519,9.478,-0.008,
5.520,,,-0.14
5.520,9.478,-0.008,
5.520,,,-0.14
5.520,9.478,-0.008,
5.521,,,-0.14
5.521,9.477,-0.008,
5.521,,,-0.14
5.522,9.478,-0.008,
5.522,,,-0.14
5.522,9.478,-0.007,
5.522,,,-0.14
5.522,9.479,-0.007,
5.523,,,-0.14
5.523,9.479,-0.007,
5.523,,,-0.14
5.524,9.477,-0.007,
5.524,,,-0.14
5.524,9.478,-0.007,
5.524,,,-0.14
5.524,9.478,-0.007,
5.525,,,-0.14
5.525,9.480,-0.007,
5.525,,,-0.14
5.525,9.479,-0.007,
5.526,,,-0.14
5.526,9.481,-0.007,
5.526,,,-0.14
5.527,9.481,-0.007,
5.527,,,-0.14
5.527,9.480,-0.007,
5.527,,,-0.14
5.527,9.479,-0.007,
5.528,,,-0.14
5.528,9.479,-0.007,
